;Total Volume
28;9781.95
29;10195.92
30;8580.11
31;8390.24
32;6628.06
33;6930.97
34;6514.47
35;5854.3
36;6440.23
37;7370.7
38;4879.21
39;5902.81
40;5259.38
41;5341.4
42;3720.67
43;4245.43
44;3564.84
45;4235.48
46;5562.26
47;5730.24
48;5276.31
49;4137.6
50;6504.77
51;4884.82
0;5233.93
1;5227.98
2;6376.59
3;7132.62
4;6626.94
5;8894.34
6;7529.46
7;12920.67
8;6706.92
9;12154.78
10;8473.82
11;10827.2
12;6425.0
13;10037.87
14;9705.5
15;10718.92
16;10685.82
17;9356.4
18;9072.92
19;9194.34
20;11384.29
21;8573.51
22;8316.29
23;9628.02
24;8691.34
25;7492.18
26;9200.04
27;9147.53
28;9568.18
29;11300.16
30;11411.49
31;11131.05
32;8522.69
33;9008.52
34;8833.79
35;8668.48
36;9118.19
37;11987.87
38;6699.78
39;9029.13
40;8346.57
41;6650.92
42;4091.44
43;4791.05
44;3525.02
45;5510.43
46;4905.87
47;5520.68
48;5064.84
49;4173.42
50;6424.72
51;5094.68
0;3911.18
1;4814.51
2;6116.62
3;7012.95
4;6187.92
5;9215.63
6;9499.5
7;13847.12
8;6335.66
9;12376.43
10;8323.19
11;12750.65
12;5791.95
13;10226.36
14;8239.74
15;12126.14
16;11844.17
17;11054.8
18;9794.48
19;9274.44
20;11490.52
21;8671.66
22;7005.43
23;7945.23
24;9499.39
25;7064.25
26;9043.11
27;9331.05
28;10823.6
29;11777.82
30;9933.8
31;12266.68
32;6897.54
33;7229.48
34;6667.12
35;6973.42
36;8814.87
37;14080.32
38;6828.81
39;9949.85
40;9084.56
41;7169.41
42;3800.32
43;4884.11
44;4281.11
45;6559.49
46;5897.89
47;6019.01
48;4774.87
49;4509.76
50;6018.32
51;5024.11
0;4567.83
1;3768.98
2;3874.86
3;4384.51
4;4143.89
5;5413.97
6;6026.15
7;5372.3
8;5676.57
9;5525.46
10;4315.59
11;5634.61
12;6408.53
13;6758.91
14;7095.5
15;7223.46
16;6913.79
17;6918.81
18;6172.17
19;7490.34
20;7923.11
21;7426.56
22;7348.62
23;7715.38
24;8347.48
25;9057.29
26;9617.62
27;7417.31
28;7608.58
29;8123.66
30;9333.72
31;8439.22
32;11673.76
33;12962.2
34;13056.72
35;8840.73
36;8477.64
37;7871.28
38;8108.18
39;7588.03
40;7688.54
41;7402.74
42;9728.1
43;7998.27
44;6818.11
45;7588.38
46;8361.61
47;9768.28
48;7361.79
49;6880.85
50;6929.96
51;7911.16
0;12022.95
1;12212.22
2;14513.56
3;9419.21
4;10271.6
5;8535.78
6;10261.69
7;11300.17
8;8933.54
9;8533.85
10;11256.86
11;10499.71
12;12215.92
13;9831.47
14;10274.36
15;18422.92
16;15730.69
17;14359.34
18;12240.19
19;15584.89
20;20143.55
21;13275.24
22;17192.77
23;14864.69
24;20997.51
25;21506.43
26;20209.95
27;20841.07
28;18898.31
29;17431.92
30;18843.84
31;21361.58
32;16392.02
33;22751.54
34;17211.18
35;19360.95
36;16158.77
37;19988.34
38;21630.01
39;16902.98
40;14926.04
41;20836.85
42;18148.41
43;24693.33
44;16903.84
45;14114.3
46;13419.01
47;11694.11
48;15316.04
49;12118.57
50;12435.43
51;10975.51
0;16169.17
1;14537.83
2;16323.32
3;17934.25
4;17864.74
5;17436.41
6;18930.4
7;19043.8
8;16700.94
9;11252.48
10;9048.18
11;20761.25
12;22501.25
13;21280.92
14;23514.36
15;24473.19
16;24494.11
17;24143.51
18;20261.0
19;25520.8
20;24605.38
21;23597.78
22;22083.85
23;26284.24
24;29064.21
25;29071.11
26;29535.82
27;26991.7
28;27349.15
29;26850.91
30;28707.18
31;30292.77
32;31308.71
33;51985.57
34;47035.36
35;29693.75
36;25486.1
37;25141.16
38;24055.14
39;25593.44
40;24714.55
41;25229.74
42;24869.6
43;24175.21
44;21256.64
45;21276.09
46;26088.82
47;23630.61
48;24292.32
49;18983.23
50;17568.19
51;18894.27
0;80324.51
1;46216.41
2;26530.99
3;38898.52
4;36545.5
5;40278.71
6;28907.25
7;35103.94
8;13588.39
9;15072.28
10;33108.57
11;23673.82
12;35306.91
13;29440.75
14;35004.7
15;41227.8
16;22006.58
17;18871.59
18;30611.93
19;28185.87
20;31464.7
21;48248.63
22;28351.54
23;30480.39
24;37406.41
25;45009.96
26;41165.72
27;40879.73
28;30958.84
29;40948.65
30;39722.85
31;53707.4
32;42825.14
33;54996.33
34;54382.38
35;63398.87
36;36396.95
37;112486.22
38;49342.12
39;36606.53
40;87462.26
41;51451.83
42;39782.0
43;37727.89
44;29590.91
45;71534.03
46;33199.26
47;33959.31
48;26516.63
49;42107.7
50;37193.3
51;24767.95
0;6491.55
1;7408.4
2;7688.78
3;7030.03
4;7063.85
5;10629.43
6;10613.01
7;10649.94
8;8600.52
9;11386.72
10;9365.29
11;8734.25
12;8341.95
13;7733.79
14;9465.99
15;12458.37
16;11353.45
17;12471.57
18;12593.77
19;13377.37
20;15987.24
21;12518.72
22;11277.34
23;13916.21
24;11611.02
25;11068.68
26;12445.56
27;8957.97
28;9826.29
29;10467.48
30;9383.7
31;9809.46
32;9990.1
33;6899.7
34;8528.01
35;9294.82
36;8123.8
37;8212.07
38;7335.37
39;7001.06
40;7098.91
41;6135.77
42;5255.59
43;4454.16
44;4752.84
45;4901.72
46;4661.03
47;5545.65
48;5939.18
49;4600.84
50;6107.02
51;5893.4
0;94378.68
1;100860.88
2;101938.87
3;100639.79
4;122037.93
5;120110.49
6;144227.54
7;132275.3
8;94332.98
9;104747.96
10;144647.08
11;150647.8
12;131064.76
13;131608.43
14;129652.83
15;164162.25
16;169684.45
17;180003.45
18;247621.32
19;278711.99
20;138004.86
21;142770.97
22;136429.31
23;118903.02
24;106469.22
25;111340.2
26;114148.17
27;113554.54
28;120789.79
29;117920.36
30;144179.65
31;130641.29
32;128078.72
33;133142.97
34;113305.24
35;110395.86
36;118580.72
37;91639.0
38;86545.27
39;84351.3
40;79411.38
41;86860.92
42;86686.51
43;89262.56
44;78298.97
45;75226.48
46;69236.98
47;69115.72
48;70767.77
49;67598.5
50;63163.21
51;56538.34
0;46895.78
1;54712.86
2;59141.95
3;51799.91
4;46032.7
5;61264.14
6;71470.8
7;63877.72
8;44666.0
9;59238.63
10;56442.73
11;57606.91
12;38668.06
13;41398.38
14;57792.45
15;67246.01
16;67309.14
17;68341.93
18;64499.62
19;70790.98
20;84966.16
21;67427.23
22;68443.21
23;71665.65
24;80274.62
25;87258.97
26;71367.79
27;68218.09
28;69103.23
29;66438.8
30;64136.98
31;63165.58
32;63876.47
33;52129.42
34;57064.62
35;60780.65
36;54241.93
37;54667.44
38;54364.05
39;51791.11
40;49153.27
41;49979.08
42;40036.61
43;36570.56
44;37375.96
45;39730.5
46;36963.31
47;41361.94
48;45545.02
49;36802.17
50;41864.22
51;86759.88
0;5333.76
1;3288.85
2;2137.62
3;2645.69
4;3169.8
5;2832.01
6;1795.08
7;1894.26
8;1043.41
9;1253.5
10;2160.64
11;1792.53
12;2386.34
13;1737.7
14;2714.12
15;3194.19
16;2088.07
17;1227.21
18;2086.53
19;1921.43
20;2329.01
21;2994.48
22;1760.07
23;2469.93
24;2122.86
25;3136.55
26;3011.21
27;2952.0
28;2299.99
29;2807.95
30;2979.01
31;3894.15
32;3399.86
33;3542.46
34;3665.51
35;4611.55
36;3374.83
37;8577.23
38;4149.98
39;2927.32
40;4726.65
41;4036.93
42;3669.4
43;4992.2
44;3066.64
45;5990.65
46;3042.3
47;2705.96
48;1955.39
49;3476.19
50;3528.15
51;2401.84
0;4173.63
1;5402.48
2;5358.18
3;5860.55
4;9149.56
5;10510.27
6;6840.22
7;7312.47
8;6655.57
9;10673.47
10;8973.5
11;8098.83
12;6734.06
13;5873.36
14;6740.24
15;4993.15
16;8505.41
17;10875.76
18;8616.4
19;7008.59
20;8063.78
21;9269.91
22;7057.4
23;5499.33
24;5055.17
25;4788.38
26;7231.64
27;7924.1
28;8338.7
29;7048.29
30;4151.27
31;5259.2
32;6797.21
33;5666.7
34;5153.05
35;12272.56
36;4042.51
37;14137.4
38;10883.38
39;11880.74
40;12334.46
41;7739.62
42;4095.43
43;11358.36
44;12382.8
45;4744.15
46;4026.22
47;8047.41
48;15106.42
49;8688.58
50;6987.04
51;10026.13
0;1016.97
1;1106.24
2;1584.0
3;1687.32
4;775.8
5;1573.28
6;892.02
7;1141.59
8;667.95
9;961.36
10;795.95
11;1007.51
12;1233.27
13;1233.92
14;1953.97
15;1614.87
16;1844.23
17;1739.66
18;2472.9
19;1391.44
20;2292.45
21;1491.19
22;1934.1
23;2561.43
24;2872.1
25;2948.8
26;2132.15
27;2581.34
28;2790.56
29;3058.43
30;2913.64
31;3696.52
32;3438.24
33;4156.13
34;3118.81
35;3752.94
36;2326.56
37;3412.46
38;2724.46
39;2668.42
40;3134.02
41;2357.86
42;2090.95
43;3092.98
44;2389.56
45;1909.55
46;3082.71
47;1871.93
48;809.41
49;1478.04
50;1708.27
51;1621.21
0;6117.58
1;6281.56
2;5795.54
3;4668.39
4;4523.75
5;5122.16
6;6531.96
7;5424.32
8;3023.03
9;3701.46
10;3226.62
11;4094.16
12;3413.45
13;1011.16
14;3704.63
15;4541.09
16;4643.21
17;3938.37
18;4345.97
19;4996.87
20;3996.71
21;4221.4
22;5350.17
23;4063.4
24;8568.93
25;7873.96
26;5867.74
27;6441.8
28;5150.78
29;5554.46
30;6565.11
31;5378.15
32;5009.34
33;4029.84
34;4800.24
35;4904.86
36;4785.64
37;5511.75
38;5314.1
39;4340.06
40;3651.32
41;4671.11
42;2873.92
43;3176.67
44;2652.11
45;3302.62
46;3031.31
47;3198.3
48;3907.4
49;2951.32
50;3428.28
51;11446.01
0;914035.42
1;797042.27
2;856795.63
3;832767.55
4;761675.87
5;860320.59
6;863948.15
7;897671.29
8;647723.55
9;699763.35
10;815859.49
11;878367.41
12;790926.03
13;808891.94
14;871627.58
15;1103488.85
16;1052088.77
17;948530.88
18;1033169.7
19;1093287.79
20;1012237.01
21;946087.81
22;919489.84
23;1018118.27
24;1043428.53
25;1073595.37
26;1007378.78
27;1071066.66
28;975275.55
29;1012717.93
30;1085152.56
31;1165715.01
32;1023252.17
33;1137940.78
34;1317867.0
35;1475457.53
36;1022217.32
37;1179603.03
38;930722.39
39;900644.79
40;1045450.41
41;1023655.87
42;1012415.85
43;845011.63
44;738856.92
45;852463.31
46;758795.1
47;772077.2
48;776964.55
49;695341.42
50;828670.59
51;704100.5
0;318683.18
1;173890.1
2;163585.07
3;202181.56
4;168440.43
5;171623.92
6;160864.58
7;140457.87
8;96943.41
9;101890.97
10;152876.61
11;126192.84
12;139393.05
13;118420.15
14;160880.99
15;197265.79
16;177083.68
17;125950.35
18;144812.23
19;176385.1
20;177284.38
21;189615.28
22;168610.5
23;179798.46
24;226554.8
25;245935.09
26;213439.57
27;244706.99
28;183825.41
29;195651.71
30;249655.68
31;321890.92
32;252652.39
33;291268.76
34;509484.65
35;628445.85
36;250678.16
37;405751.04
38;226558.02
39;208015.17
40;380211.61
41;344775.17
42;356224.38
43;183804.74
44;163120.64
45;292307.61
46;196570.63
47;216330.45
48;184872.75
49;190161.43
50;255091.59
51;171841.15
0;17382.2
1;11406.5
2;13227.83
3;9895.04
4;9783.93
5;11140.07
6;14666.55
7;8433.01
8;5647.48
9;4582.72
10;5373.88
11;6223.98
12;5562.0
13;4984.76
14;10726.53
15;13156.18
16;14809.52
17;13652.91
18;15357.93
19;16857.19
20;17562.46
21;16389.34
22;16025.11
23;20129.64
24;23418.88
25;22964.25
26;21667.76
27;18402.19
28;19518.92
29;24167.8
30;47067.58
31;30983.48
32;50809.3
33;41244.99
34;52358.11
35;38767.82
36;37885.9
37;21561.29
38;20698.7
39;17528.02
40;15705.35
41;18611.51
42;18916.59
43;16034.56
44;14413.74
45;15805.58
46;13712.44
47;11626.56
48;12171.04
49;13237.48
50;12647.9
51;9667.05
0;3463.85
1;3694.13
2;3513.77
3;3779.98
4;3577.04
5;2841.29
6;2506.38
7;2664.62
8;3425.86
9;5583.79
10;4337.67
11;4522.84
12;5229.43
13;3423.95
14;3627.18
15;3431.2
16;3139.84
17;2022.0
18;2525.28
19;2584.08
20;2259.92
21;2576.49
22;2503.82
23;4233.61
24;2889.03
25;1883.1
26;2268.86
27;2898.81
28;3185.1
29;2719.24
30;3771.39
31;3365.45
32;3184.37
33;4270.28
34;2897.23
35;3046.63
36;2087.6
37;2886.48
38;2209.82
39;3492.87
40;2250.22
41;2763.38
42;2001.95
43;2228.14
44;2185.96
45;2523.56
46;1806.4
47;1753.35
48;1795.81
49;1897.07
50;1982.65
51;2229.52
52;1376.7
0;17217.91
1;15311.1
2;11548.46
3;13300.51
4;10609.29
5;11834.89
6;10393.69
7;12115.78
8;11588.38
9;15731.26
10;14351.98
11;11405.18
12;12275.61
13;13557.58
14;18912.3
15;17292.22
16;13955.66
17;17990.83
18;13910.32
19;17338.42
20;14533.65
21;13998.62
22;15501.08
23;17588.07
24;14396.43
25;22122.61
26;23108.17
27;30581.47
28;23485.92
29;33969.35
30;20445.39
31;19501.92
32;21857.76
33;15466.97
34;18229.58
35;15041.91
36;13269.05
37;16411.1
38;24438.67
39;16943.34
40;16209.23
41;11754.42
42;18563.32
43;32292.39
44;24322.77
45;11866.71
46;11072.75
47;9685.15
48;7330.86
49;7484.99
50;6291.29
51;8244.17
52;5342.85
0;40942.37
1;35540.32
2;34581.64
3;41451.11
4;38753.69
5;31688.93
6;28942.29
7;33641.31
8;35881.7
9;37155.43
10;47486.93
11;56559.22
12;67233.45
13;48973.13
14;62464.93
15;59452.63
16;63283.62
17;58736.24
18;41523.58
19;39133.75
20;40536.12
21;41701.43
22;41846.93
23;50322.79
24;37981.09
25;18665.31
26;23687.44
27;22445.91
28;22845.26
29;23607.15
30;26345.64
31;24730.84
32;23209.1
33;25181.71
34;21753.01
35;25696.88
36;24138.64
37;24454.71
38;19114.94
39;23194.42
40;20770.15
41;18537.54
42;17418.01
43;18082.67
44;16773.14
45;21623.61
46;18596.41
47;17974.51
48;17293.49
49;18486.41
50;20759.34
51;17989.43
52;13901.46
0;2017.17
1;3029.24
2;1797.04
3;2237.32
4;1829.41
5;2741.2
6;1863.13
7;1869.21
8;1886.42
9;1962.54
10;1631.8
11;1563.12
12;1655.56
13;1373.11
14;1411.83
15;1491.87
16;1600.11
17;1855.43
18;1643.45
19;1661.6
20;1816.79
21;2091.16
22;2033.48
23;2197.65
24;2647.32
25;3526.39
26;2765.03
27;2373.02
28;3263.02
29;4375.53
30;4579.54
31;4468.0
32;3897.02
33;4103.97
34;4483.61
35;3943.0
36;3316.33
37;3493.39
38;3514.61
39;4767.59
40;4448.99
41;2665.45
42;2918.06
43;4667.26
44;2949.49
45;2104.05
46;2375.9
47;3143.96
48;3212.37
49;3083.38
50;3071.87
51;4137.35
52;2823.82
0;25275.08
1;25639.14
2;24904.99
3;26314.71
4;21338.43
5;21588.38
6;26149.55
7;26148.28
8;28626.61
9;34011.21
10;34913.38
11;37877.39
12;30044.2
13;26718.67
14;31132.88
15;31066.35
16;25480.22
17;22577.26
18;22339.0
19;22954.83
20;18946.53
21;22037.86
22;23890.76
23;28957.04
24;25501.3
25;20152.69
26;19686.52
27;22051.39
28;23277.63
29;20437.87
30;22924.67
31;20860.14
32;22165.79
33;21115.24
34;21056.26
35;17863.55
36;17773.38
37;17641.48
38;17032.99
39;16320.74
40;17307.58
41;18134.67
42;18294.75
43;19270.33
44;14572.36
45;16177.04
46;17727.36
47;22249.09
48;15270.59
49;15417.31
50;17012.28
51;17555.2
52;13438.22
0;10568.46
1;11025.86
2;10784.73
3;11143.68
4;7575.49
5;5280.35
6;7519.34
7;12395.75
8;12253.81
9;12759.88
10;10115.95
11;12929.64
12;15466.92
13;11486.81
14;10081.25
15;7698.45
16;4946.72
17;11172.15
18;11184.42
19;8235.56
20;10212.38
21;12705.61
22;10708.99
23;14116.97
24;12764.97
25;5369.52
26;4270.32
27;5228.11
28;5445.57
29;5165.43
30;5425.35
31;5712.13
32;4934.21
33;5945.03
34;7609.96
35;3630.0
36;5924.92
37;5987.27
38;5013.5
39;3337.9
40;4486.25
41;3614.79
42;2414.64
43;3184.47
44;2099.67
45;4832.94
46;3594.59
47;5750.39
48;2348.77
49;2590.39
50;4158.47
51;3247.37
52;3425.49
0;160039.02
1;138506.44
2;126089.01
3;125853.18
4;125973.2
5;115472.08
6;122170.14
7;122017.93
8;145735.09
9;129602.47
10;132184.44
11;115255.48
12;124505.87
13;132771.77
14;138458.82
15;152064.59
16;140337.35
17;142391.81
18;121293.43
19;140365.99
20;139016.53
21;118098.82
22;113903.29
23;128480.81
24;127255.55
25;169101.22
26;163970.9
27;167931.62
28;181725.85
29;179141.21
30;206419.24
31;197588.64
32;183083.69
33;167406.47
34;211442.68
35;199903.62
36;197179.76
37;194263.4
38;186112.1
39;191988.18
40;194052.77
41;209591.02
42;210400.75
43;220712.33
44;215699.08
45;183797.3
46;151754.58
47;169739.8
48;165225.54
49;136422.97
50;142739.21
51;177777.4
52;164137.04
0;11939.07
1;9064.06
2;9678.6
3;10004.14
4;9558.48
5;8485.97
6;7918.52
7;9048.5
8;9818.51
9;11245.23
10;11569.34
11;10195.59
12;9398.69
13;8276.33
14;10375.19
15;8821.08
16;10286.63
17;10311.34
18;9801.89
19;10482.69
20;10438.1
21;10271.22
22;8475.83
23;9135.63
24;9447.15
25;8788.78
26;8194.26
27;9404.14
28;8381.65
29;9586.49
30;7061.26
31;8254.68
32;7285.09
33;9005.08
34;8083.68
35;7230.2
36;7040.71
37;8797.77
38;8814.73
39;10320.1
40;8724.0
41;6033.09
42;7142.45
43;6959.35
44;8500.37
45;9418.55
46;9089.66
47;8473.46
48;10053.43
49;8443.85
50;10672.07
51;11737.62
52;7225.07
0;26040.03
1;32444.19
2;44435.16
3;40734.03
4;32233.21
5;28513.37
6;27898.67
7;32924.34
8;41108.47
9;35333.89
10;33775.92
11;42271.67
12;44054.7
13;31903.97
14;33346.53
15;28047.95
16;26481.45
17;20131.27
18;26530.32
19;13896.65
20;17452.06
21;13741.86
22;39043.11
23;36591.27
24;43700.57
25;34529.39
26;34696.48
27;34223.93
28;36015.84
29;44859.81
30;46993.63
31;48877.42
32;44591.86
33;40490.25
34;42798.67
35;46274.23
36;50574.88
37;68194.97
38;57024.53
39;56046.88
40;48330.46
41;45989.07
42;33185.31
43;47884.05
44;46602.16
45;36645.7
46;35870.49
47;42439.11
48;44735.4
49;47561.03
50;38542.5
51;28099.34
52;36915.87
0;14495.2
1;13218.13
2;9465.99
3;8238.78
4;6856.14
5;8466.46
6;7514.34
7;12271.52
8;13199.3
9;12170.52
10;14482.57
11;10382.51
12;8459.92
13;12767.55
14;16058.2
15;11956.98
16;9883.59
17;13962.6
18;11994.71
19;8698.91
20;7797.08
21;10853.28
22;14874.38
23;26748.23
24;22784.26
25;21313.42
26;27470.57
27;18586.45
28;18169.69
29;42520.88
30;12883.22
31;12161.37
32;14138.36
33;22296.61
34;19989.19
35;13924.31
36;8616.1
37;19269.21
38;24184.04
39;25025.0
40;24050.02
41;9218.04
42;29680.14
43;64057.04
44;44024.03
45;41987.86
46;26706.48
47;25068.02
48;15828.0
49;7209.5
50;6349.77
51;12346.01
52;10798.25
0;15852.37
1;7093.59
2;6639.05
3;6603.57
4;6026.57
5;7737.55
6;7723.38
7;8438.61
8;7478.89
9;9202.76
10;12206.22
11;10715.93
12;9142.31
13;9352.24
14;10488.79
15;7548.1
16;7365.42
17;9058.74
18;7110.89
19;7563.59
20;7525.56
21;7587.69
22;9033.15
23;12071.52
24;10483.39
25;9167.98
26;8676.42
27;6043.34
28;8654.94
29;21264.93
30;10383.54
31;12422.96
32;9530.25
33;8117.63
34;9940.47
35;10632.86
36;7379.24
37;14081.94
38;13309.12
39;9701.51
40;22560.01
41;7892.34
42;17118.8
43;32113.68
44;19772.8
45;17517.85
46;10853.5
47;10382.58
48;6971.41
49;11258.65
50;5148.98
51;4991.69
52;5948.66
0;21181.05
1;24924.27
2;20247.87
3;16639.95
4;18538.92
5;15521.5
6;21044.41
7;20245.58
8;18268.65
9;20558.95
10;19214.84
11;21260.97
12;19807.92
13;21220.62
14;21508.67
15;20021.49
16;24831.19
17;23372.37
18;20709.86
19;21150.35
20;18826.43
21;21766.05
22;20300.0
23;21376.74
24;24811.57
25;39591.12
26;32953.66
27;24915.38
28;26885.4
29;28393.54
30;42392.08
31;42244.7
32;28683.15
33;28735.11
34;26262.54
35;27768.13
36;21958.14
37;33122.75
38;26121.58
39;23747.19
40;29627.87
41;26679.37
42;25049.48
43;26417.4
44;28944.94
45;20393.29
46;16249.95
47;17169.39
48;23208.81
49;29547.04
50;19472.79
51;24031.65
52;15669.84
0;17906.71
1;29466.81
2;34524.05
3;24471.73
4;23854.79
5;17421.87
6;17640.41
7;16859.85
8;15794.46
9;16981.94
10;27024.28
11;38937.28
12;22719.75
13;10632.88
14;6554.93
15;22029.46
16;23548.78
17;17939.8
18;20575.0
19;17338.59
20;22375.66
21;19766.0
22;21925.58
23;16147.91
24;7653.26
25;14908.74
26;25731.81
27;25446.92
28;28462.96
29;18916.24
30;15024.27
31;28877.5
32;35664.49
33;162499.64
34;145594.19
35;42857.03
36;62384.23
37;67666.31
38;65820.33
39;68627.92
40;67657.35
41;50646.59
42;52575.07
43;62976.43
44;64041.86
45;34290.67
46;24782.08
47;17713.66
48;18341.33
49;29282.55
50;50686.37
51;39403.42
52;21449.37
0;32775.71
1;18289.06
2;17065.4
3;13710.63
4;12104.37
5;16341.09
6;16074.67
7;17851.73
8;17353.24
9;20995.71
10;21512.97
11;20776.71
12;18553.99
13;21753.6
14;24482.08
15;17461.53
16;19288.09
17;21749.1
18;18415.34
19;20129.12
20;14499.51
21;16059.55
22;17991.86
23;25193.5
24;22729.11
25;17724.08
26;19735.7
27;13598.83
28;15236.21
29;38355.38
30;14124.57
31;18393.5
32;13731.02
33;10857.83
34;14463.73
35;14530.73
36;7897.74
37;31258.52
38;23252.59
39;11266.02
40;42853.44
41;11873.88
42;27596.38
43;50890.73
44;35282.6
45;38386.57
46;18985.89
47;16174.94
48;7850.52
49;19452.17
50;7875.36
51;8156.07
52;7545.82
0;6792.67
1;7774.3
2;6777.66
3;6253.08
4;6184.48
5;6128.58
6;6745.48
7;8507.18
8;9469.28
9;7724.84
10;9171.48
11;8400.56
12;8806.63
13;12551.82
14;8043.21
15;8378.17
16;8021.16
17;9273.64
18;8060.54
19;7502.05
20;7534.9
21;5285.73
22;8233.05
23;6483.93
24;9058.79
25;3521.61
26;4460.37
27;1034.32
28;1314.24
29;1312.01
30;1389.65
31;1388.02
32;1678.36
33;1569.19
34;845.11
35;1451.76
36;2101.46
37;2246.07
38;2038.99
39;1908.86
40;2136.8
41;2395.16
42;4146.49
43;13181.24
44;7915.2
45;1862.24
46;4273.25
47;1112.77
48;1626.47
49;2693.59
50;1427.36
51;2650.61
52;1095.77
0;202521.83
1;170025.26
2;161673.33
3;148882.83
4;139934.06
5;141104.31
6;133203.19
7;159071.48
8;169816.92
9;176815.66
10;190579.53
11;197529.4
12;191866.1
13;180253.26
14;179687.73
15;151888.89
16;148357.84
17;157087.22
18;150638.77
19;133248.29
20;129785.91
21;125026.87
22;178141.22
23;208558.03
24;209543.04
25;153380.48
26;169966.3
27;130430.6
28;148060.59
29;261363.34
30;156456.85
31;160659.8
32;150790.27
33;143791.21
34;146983.33
35;142607.19
36;134773.11
37;221705.72
38;201552.43
39;179232.9
40;244035.03
41;137494.38
42;206958.43
43;318890.26
44;253169.88
45;226000.27
46;162213.86
47;149650.5
48;129565.39
49;155334.45
50;103487.72
51;100134.77
52;104153.91
0;18857.67
1;19059.5
2;16946.1
3;20516.2
4;18106.96
5;15356.02
6;14161.9
7;19100.44
8;18723.45
9;16675.63
10;21532.06
11;21547.51
12;25995.93
13;22744.08
14;23810.69
15;20994.85
16;24664.15
17;16442.23
18;13886.69
19;15105.0
20;14483.05
21;13641.1
22;14096.72
23;21137.13
24;17319.13
25;7164.96
26;9015.26
27;9529.65
28;11104.31
29;12229.0
30;11171.92
31;9934.41
32;8942.44
33;10398.91
34;10754.06
35;10347.85
36;9509.86
37;11419.61
38;9053.38
39;9170.1
40;10043.21
41;10371.35
42;7789.5
43;9363.96
44;8615.54
45;13264.69
46;9010.53
47;8210.15
48;9254.53
49;8360.08
50;8630.41
51;7366.35
52;5456.54
0;15471.76
1;12641.31
2;12068.26
3;13690.78
4;14089.35
5;11541.99
6;11380.2
7;12486.38
8;12289.27
9;13649.88
10;21441.78
11;16619.7
12;17346.22
13;13827.7
14;19611.69
15;18572.79
16;18016.66
17;14956.0
18;13994.9
19;16040.58
20;13330.73
21;13548.81
22;13864.42
23;17461.66
24;15128.14
25;11842.55
26;11745.45
27;12883.38
28;23752.11
29;13040.76
30;14985.11
31;12930.59
32;12234.45
33;12456.71
34;15173.18
35;18568.03
36;13284.59
37;26638.93
38;11045.91
39;13121.84
40;13053.93
41;24796.8
42;13395.7
43;13783.11
44;13475.25
45;39978.99
46;9386.83
47;14825.89
48;9412.37
49;9583.77
50;11203.27
51;9880.58
52;11977.13
0;25590.34
1;26781.7
2;27626.41
3;26414.51
4;25457.57
5;20411.15
6;24963.18
7;25301.84
8;20153.54
9;22367.66
10;23190.15
11;27406.16
12;23699.39
13;23587.7
14;28280.43
15;23279.61
16;12934.91
17;16832.81
18;31276.86
19;18983.06
20;26155.98
21;37755.61
22;34238.08
23;40100.89
24;33582.24
25;45385.29
26;46201.44
27;34868.96
28;42161.02
29;55725.32
30;50502.11
31;44588.87
32;37108.49
33;33955.6
34;36724.25
35;28118.39
36;43226.49
37;60261.72
38;40655.85
39;52873.83
40;61552.96
41;50886.04
42;52810.48
43;38739.84
44;43969.52
45;41481.08
46;33984.51
47;30857.91
48;33928.66
49;35076.15
50;30698.94
51;20116.95
52;10109.46
0;9437.04
1;8639.49
2;8332.81
3;7090.03
4;8244.23
5;7481.64
6;6294.98
7;8255.79
8;7741.56
9;6531.55
10;9007.77
11;10795.73
12;8449.91
13;7780.31
14;7918.96
15;8437.05
16;8687.85
17;8777.48
18;8228.93
19;8548.97
20;8976.09
21;8573.19
22;9743.5
23;10430.79
24;10838.58
25;6897.96
26;8181.42
27;7437.23
28;9207.8
29;15511.39
30;8668.35
31;5391.5
32;8759.49
33;4231.54
34;4734.57
35;2897.1
36;4590.91
37;6451.24
38;7728.45
39;5834.51
40;7706.59
41;4239.49
42;8510.89
43;4647.85
44;6549.33
45;4037.72
46;4313.04
47;3551.43
48;5571.99
49;7308.25
50;4021.54
51;2916.96
52;1956.0
0;2023.95
1;3639.23
2;2498.65
3;2646.13
4;2407.14
5;2926.9
6;3405.61
7;2438.21
8;4224.3
9;2726.34
10;2596.43
11;1421.74
12;1841.09
13;2819.87
14;5040.98
15;3993.7
16;4093.34
17;3200.72
18;3332.02
19;2855.78
20;1764.35
21;1552.26
22;2426.94
23;1971.67
24;1646.15
25;2988.47
26;4778.95
27;4087.75
28;4177.79
29;2568.09
30;4409.48
31;5786.49
32;5056.03
33;4709.07
34;3987.53
35;2473.97
36;4125.63
37;3193.74
38;2942.87
39;6642.01
40;4455.27
41;3608.19
42;3349.83
43;2930.17
44;3160.21
45;3179.09
46;4296.53
47;3417.56
48;3608.79
49;4964.5
50;4618.57
51;4079.99
52;3707.67
0;9413.05
1;8393.5
2;7541.05
3;8602.41
4;8048.35
5;6599.52
6;7753.84
7;8252.87
8;7034.87
9;7138.49
10;7131.28
11;6132.37
12;6511.51
13;5291.89
14;5491.29
15;5487.1
16;6984.87
17;6091.55
18;10410.14
19;7716.25
20;6042.06
21;10124.07
22;10422.68
23;8527.21
24;8618.45
25;11229.95
26;11015.7
